squareMeters,numberOfRooms,floors,cityCode,cityPartRange,numPrevOwners,made,isNewBuilt,hasStormProtector,basement,attic,garage,hasStorageRoom,hasGuestRoom,price,category,PoolAndYard,TheYearRange
23450,83,83,55904,5,2,2013,TRUE,TRUE,1633,6229,727,TRUE,6,2351048.3,Basic,no pool and has yard,after 2011
43001,6,85,91430,3,3,1997,TRUE,TRUE,3147,7899,723,TRUE,1,4311748.7,Basic,no pool and has yard,from 1990 to 1999
48825,41,25,83970,2,4,2000,TRUE,FALSE,7897,7315,354,FALSE,9,4884350,Basic,no pool and no yard,from 2000 to 2010
15728,60,91,89491,6,1,1990,FALSE,TRUE,3750,8103,997,FALSE,9,1582527,Basic,has pool and has yard,from 1990 to 1999
4840,29,32,53090,9,3,1993,TRUE,TRUE,5351,1350,650,TRUE,6,490232.3,Basic,has pool and no yard,from 1990 to 1999
79603,83,53,36415,4,1,2011,FALSE,FALSE,6538,8583,299,TRUE,9,7964199.1,Basic,no pool and no yard,after 2011
26328,12,8,54199,3,5,2009,TRUE,FALSE,5098,9630,375,FALSE,10,2639712.9,Luxury,has pool and has yard,from 2000 to 2010
93656,45,34,88235,3,7,1997,TRUE,TRUE,9808,1333,156,FALSE,6,9372651.7,Basic,has pool and no yard,from 1990 to 1999
16771,48,18,41970,6,7,2014,FALSE,TRUE,995,5062,884,TRUE,8,1682658.4,Basic,no pool and has yard,after 2011
35285,97,59,87844,2,3,2018,FALSE,FALSE,184,5613,209,FALSE,7,3533836.8,Basic,no pool and has yard,after 2011
50747,71,36,58193,4,5,1991,FALSE,FALSE,685,8379,761,TRUE,5,5078303.1,Basic,no pool and no yard,from 1990 to 1999
28452,50,72,65296,2,8,2007,FALSE,FALSE,4152,898,719,FALSE,9,2849892.7,Basic,no pool and no yard,from 2000 to 2010
97763,85,98,93195,4,4,2004,FALSE,TRUE,303,8287,363,TRUE,0,9781005.4,Basic,has pool and no yard,from 2000 to 2010
75461,16,77,84536,4,3,1991,TRUE,TRUE,9854,759,508,FALSE,8,7556204.1,Luxury,has pool and has yard,from 1990 to 1999
50931,1,79,83516,10,6,2008,FALSE,FALSE,1622,6326,859,TRUE,9,5101339.8,Basic,no pool and has yard,from 2000 to 2010
83028,65,71,79082,6,2,2015,FALSE,FALSE,1837,3595,384,FALSE,9,8314727.5,Basic,has pool and has yard,after 2011
86084,97,44,48559,8,6,2012,TRUE,TRUE,9379,8734,958,FALSE,1,8611089.2,Basic,has pool and no yard,after 2011
99506,14,62,91675,4,1,2019,FALSE,TRUE,6320,8501,380,TRUE,2,9956712.9,Basic,no pool and has yard,after 2011
87669,27,11,70942,1,4,2008,FALSE,FALSE,4876,5867,138,FALSE,10,8770848.8,Basic,no pool and has yard,from 2000 to 2010
16971,74,35,93433,10,3,2014,TRUE,FALSE,1873,5241,744,FALSE,4,1705102.4,Basic,has pool and no yard,after 2011
16856,66,92,2759,2,9,2003,FALSE,TRUE,6482,8793,266,TRUE,2,1698227.3,Basic,has pool and no yard,from 2000 to 2010
92853,77,50,297,2,5,2005,FALSE,FALSE,6201,1459,528,TRUE,10,9292239.5,Basic,has pool and no yard,from 2000 to 2010
58332,57,74,41297,3,9,2006,FALSE,FALSE,102,5217,668,TRUE,5,5848290.6,Basic,has pool and has yard,from 2000 to 2010
46219,88,88,29524,6,9,2012,TRUE,TRUE,4624,4445,444,FALSE,7,4631239.2,Basic,no pool and has yard,after 2011
4780,10,93,35539,9,9,1993,TRUE,TRUE,4292,5196,528,TRUE,10,485037.3,Basic,no pool and has yard,from 1990 to 1999
75095,10,18,30446,4,5,1999,TRUE,TRUE,7986,4416,103,TRUE,9,7513525.9,Luxury,has pool and has yard,from 1990 to 1999
19796,4,30,59167,6,2,2005,TRUE,FALSE,9160,9986,745,TRUE,6,1984461.5,Basic,no pool and has yard,from 2000 to 2010
41867,61,65,83849,7,7,2014,FALSE,FALSE,9906,6760,769,TRUE,3,4199195.4,Basic,has pool and has yard,after 2011
46187,54,82,40362,8,7,1998,TRUE,FALSE,3100,1081,271,FALSE,1,4630712.8,Basic,has pool and no yard,from 1990 to 1999
7631,76,33,88327,6,4,2019,TRUE,TRUE,9516,8984,564,TRUE,7,769449.9,Basic,has pool and no yard,after 2011
50384,30,23,671,4,7,2005,TRUE,FALSE,1349,6517,145,FALSE,5,5041905.5,Basic,has pool and no yard,from 2000 to 2010
2041,16,34,27021,10,5,2014,FALSE,TRUE,5580,7186,690,FALSE,7,210233.4,Basic,has pool and no yard,after 2011
19606,83,23,30437,3,7,2014,TRUE,TRUE,7491,6896,327,TRUE,10,1961926.4,Basic,no pool and no yard,after 2011
77646,20,25,79807,7,7,2016,FALSE,FALSE,7862,6557,606,TRUE,0,7770073.6,Basic,has pool and no yard,after 2011
79401,99,73,97865,8,5,1996,TRUE,FALSE,6739,2262,681,FALSE,7,7941702.6,Basic,no pool and no yard,from 1990 to 1999
79380,51,50,64269,5,9,2004,FALSE,TRUE,9140,6886,280,TRUE,3,7943681.4,Basic,has pool and no yard,from 2000 to 2010
77337,32,68,86551,2,4,1991,FALSE,FALSE,6260,6902,287,FALSE,2,7739167.1,Basic,no pool and no yard,from 1990 to 1999
30551,80,68,64343,2,10,2009,FALSE,FALSE,4792,4958,853,FALSE,0,3063018.9,Basic,has pool and no yard,from 2000 to 2010
9758,28,4,18505,1,9,1994,TRUE,FALSE,5511,1832,454,TRUE,8,976405.4,Basic,no pool and no yard,from 1990 to 1999
71370,18,16,60819,3,10,2013,TRUE,FALSE,9602,3703,969,FALSE,1,7139541.3,Basic,has pool and no yard,after 2011
42167,67,99,83682,4,6,2020,FALSE,TRUE,5838,467,398,TRUE,4,4223638,Basic,no pool and no yard,after 2011
68826,58,21,76890,2,2,2010,TRUE,TRUE,3126,1192,675,TRUE,2,6884918,Basic,no pool and no yard,from 2000 to 2010
9529,71,41,72788,3,4,2019,FALSE,TRUE,9342,5719,247,TRUE,1,959254.9,Basic,has pool and no yard,after 2011
40869,27,81,10051,1,6,2005,FALSE,TRUE,9403,2267,294,TRUE,5,4094441.5,Basic,has pool and no yard,from 2000 to 2010
58938,83,64,51038,5,4,1996,FALSE,FALSE,5690,1146,738,FALSE,9,5905161.6,Basic,has pool and has yard,from 1990 to 1999
58528,1,50,79667,1,1,2000,FALSE,FALSE,1886,372,444,FALSE,9,5855444,Basic,has pool and no yard,from 2000 to 2010
18491,48,10,71001,5,5,1997,FALSE,TRUE,8154,3233,699,FALSE,8,1854892.7,Basic,has pool and has yard,from 1990 to 1999
28739,24,44,53893,4,10,1990,TRUE,TRUE,4836,2536,620,TRUE,7,2878087,Basic,no pool and no yard,from 1990 to 1999
8242,33,76,54430,1,8,2003,TRUE,TRUE,1941,3466,385,TRUE,7,841275.3,Luxury,has pool and has yard,from 2000 to 2010
72120,20,14,97295,7,3,2015,FALSE,TRUE,1204,5831,402,TRUE,6,7218350.5,Basic,no pool and has yard,after 2011
70274,93,32,72187,6,10,1997,TRUE,FALSE,5016,8006,367,FALSE,2,7032807.7,Luxury,has pool and has yard,from 1990 to 1999
34477,75,17,88031,10,8,2001,FALSE,FALSE,6183,7824,771,TRUE,6,3453950.1,Basic,has pool and has yard,from 2000 to 2010
78088,53,6,67157,7,4,1994,FALSE,FALSE,5869,20,248,TRUE,7,7809475.4,Basic,no pool and no yard,from 1990 to 1999
46899,54,13,80984,9,4,1996,FALSE,TRUE,3837,1456,684,TRUE,10,4698499.6,Basic,has pool and has yard,from 1990 to 1999
34428,92,64,23277,1,5,2002,TRUE,FALSE,402,4606,696,FALSE,9,3450922.2,Basic,no pool and has yard,from 2000 to 2010
28168,11,93,10576,3,1,2019,TRUE,FALSE,5014,6045,100,TRUE,2,2831367.9,Basic,no pool and has yard,after 2011
61839,66,9,13131,1,9,2009,FALSE,FALSE,1392,5346,555,TRUE,2,6189722.9,Basic,has pool and has yard,from 2000 to 2010
31657,58,2,7056,6,9,1996,FALSE,FALSE,3710,9209,151,FALSE,6,3166331.6,Basic,no pool and no yard,from 1990 to 1999
43717,57,99,36508,3,7,2002,FALSE,TRUE,4893,9700,342,TRUE,2,4381556.2,Basic,no pool and no yard,from 2000 to 2010
54715,74,38,6441,2,4,1997,FALSE,TRUE,5908,4317,776,FALSE,7,5472607.7,Basic,no pool and no yard,from 1990 to 1999
23623,26,21,54284,7,9,1997,FALSE,TRUE,3751,4158,103,FALSE,4,2368635.7,Basic,no pool and has yard,from 1990 to 1999
23759,33,56,81549,8,5,1996,FALSE,TRUE,8103,2704,408,FALSE,3,2380283.6,Basic,no pool and no yard,from 1990 to 1999
25275,61,4,77195,10,4,2021,FALSE,TRUE,8279,9423,271,FALSE,9,2531559.1,Basic,has pool and has yard,after 2011
13323,46,32,64602,2,2,2019,FALSE,FALSE,9918,5068,124,TRUE,8,1344350.9,Basic,has pool and has yard,after 2011
87763,36,11,64490,2,3,2014,FALSE,FALSE,7043,300,536,TRUE,8,8777041.4,Basic,no pool and no yard,after 2011
2905,24,51,44641,10,5,2018,TRUE,FALSE,5801,8775,897,TRUE,10,301329.8,Luxury,has pool and has yard,after 2011
8403,22,47,73864,10,3,1994,FALSE,FALSE,1987,8326,365,FALSE,5,847532.4,Basic,has pool and no yard,from 1990 to 1999
79594,85,60,40723,9,2,2007,TRUE,TRUE,7192,8798,129,FALSE,5,7962250.7,Basic,no pool and no yard,from 2000 to 2010
19773,15,39,36644,2,2,1998,TRUE,FALSE,3725,1373,673,FALSE,1,1982544.8,Basic,has pool and no yard,from 1990 to 1999
41110,25,97,32332,5,7,2005,FALSE,TRUE,3861,6949,599,FALSE,7,4116694.5,Basic,no pool and no yard,from 2000 to 2010
55660,9,26,84510,1,5,2021,TRUE,TRUE,5395,5590,335,FALSE,1,5576601.1,Luxury,has pool and has yard,after 2011
6051,80,44,8340,5,10,2014,TRUE,TRUE,8621,9943,950,TRUE,5,610578.4,Basic,no pool and has yard,after 2011
22907,26,1,1216,3,5,2017,TRUE,FALSE,4614,445,852,TRUE,0,2296157.7,Basic,has pool and no yard,after 2011
58679,60,46,95785,6,5,2011,TRUE,TRUE,3599,6354,795,FALSE,4,5874828.1,Basic,no pool and has yard,after 2011
55023,18,5,13,3,9,2010,TRUE,FALSE,9692,5951,610,FALSE,0,5510997,Luxury,has pool and has yard,from 2000 to 2010
51124,81,26,93857,1,5,2018,FALSE,FALSE,7199,6759,740,FALSE,1,5114003.8,Basic,no pool and no yard,after 2011
97422,48,17,84278,2,8,1996,TRUE,TRUE,2828,7888,422,FALSE,8,9744055.6,Basic,no pool and no yard,from 1990 to 1999
66057,33,48,53247,10,3,2013,TRUE,FALSE,7500,9763,125,TRUE,7,6615509.3,Basic,has pool and no yard,after 2011
81319,64,39,71231,2,9,2010,TRUE,FALSE,4826,8919,690,FALSE,6,8139384,Basic,has pool and no yard,from 2000 to 2010
12492,46,58,26974,2,1,1997,TRUE,FALSE,7229,4684,106,TRUE,3,1264869.7,Luxury,has pool and has yard,from 1990 to 1999
86634,95,84,62531,10,8,2019,TRUE,FALSE,3654,6899,370,FALSE,2,8666233.9,Basic,no pool and no yard,after 2011
23073,84,43,38713,10,4,2001,TRUE,FALSE,5481,7531,942,TRUE,4,2309877.1,Basic,no pool and no yard,from 2000 to 2010
99171,91,86,65019,1,2,2020,TRUE,FALSE,6680,8053,296,TRUE,1,9924776,Basic,no pool and no yard,after 2011
81458,1,22,64994,9,6,1992,FALSE,FALSE,5742,856,984,TRUE,5,8151151.2,Basic,no pool and has yard,from 1990 to 1999
92661,45,50,88032,7,6,2021,TRUE,FALSE,831,9890,390,TRUE,8,9276448.1,Luxury,has pool and has yard,after 2011
43026,31,53,4035,7,7,1992,TRUE,FALSE,5946,9371,204,FALSE,10,4305570.2,Basic,has pool and no yard,from 1990 to 1999
20259,31,66,67112,4,4,2018,TRUE,TRUE,8026,3253,392,FALSE,6,2028945.8,Basic,no pool and no yard,after 2011
60589,4,44,38501,3,7,2013,FALSE,FALSE,812,949,818,TRUE,8,6062827.3,Basic,no pool and has yard,after 2011
27328,53,98,64415,1,5,2012,TRUE,TRUE,4292,8131,943,TRUE,8,2739562.2,Basic,no pool and has yard,after 2011
88399,91,15,72840,9,9,2006,TRUE,TRUE,6762,9381,974,TRUE,2,8845285.6,Basic,no pool and has yard,from 2000 to 2010
90474,46,48,62864,1,5,1996,FALSE,FALSE,3951,6181,864,TRUE,10,9048417.6,Basic,no pool and no yard,from 1990 to 1999
11062,23,95,95085,8,2,2019,TRUE,FALSE,3872,8335,250,FALSE,8,1116815.9,Basic,has pool and no yard,after 2011
6639,100,29,97972,7,2,2004,FALSE,FALSE,2538,5362,252,FALSE,5,670298.4,Basic,has pool and has yard,from 2000 to 2010
98731,25,49,43371,4,7,1995,FALSE,FALSE,1222,8337,201,TRUE,7,9883764.5,Basic,has pool and has yard,from 1990 to 1999
94556,53,17,60195,2,7,2010,TRUE,FALSE,7571,3766,782,TRUE,0,9461299,Luxury,has pool and has yard,from 2000 to 2010
25681,2,15,65688,8,7,2019,TRUE,FALSE,4757,915,515,FALSE,8,2572151.9,Basic,no pool and has yard,after 2011
76347,73,13,42855,9,6,2015,FALSE,FALSE,2560,6823,239,FALSE,10,7639752.5,Basic,has pool and no yard,after 2011
56609,13,25,11281,6,9,1992,TRUE,FALSE,7747,11,308,TRUE,9,5665792.2,Basic,no pool and has yard,from 1990 to 1999
28825,79,35,44193,3,4,1991,FALSE,TRUE,9767,3333,144,TRUE,2,2886304.1,Basic,no pool and no yard,from 1990 to 1999
78018,36,14,1749,2,9,1992,TRUE,FALSE,4892,4414,109,TRUE,0,7806848.2,Basic,no pool and has yard,from 1990 to 1999
87873,66,50,4980,3,7,2017,FALSE,FALSE,1769,9857,381,TRUE,5,8793354.7,Basic,has pool and no yard,after 2011
69080,43,28,47553,3,6,1994,FALSE,TRUE,7755,2981,303,FALSE,1,6911181.4,Basic,no pool and no yard,from 1990 to 1999
14945,33,3,54997,4,9,2015,FALSE,FALSE,6989,9351,678,FALSE,8,1501436.5,Basic,has pool and has yard,after 2011
95312,33,88,57320,6,8,1995,FALSE,FALSE,9960,7109,812,FALSE,10,9536803.5,Basic,no pool and no yard,from 1990 to 1999
15167,21,83,61807,2,6,2006,TRUE,FALSE,6764,8649,225,TRUE,9,1525393.6,Basic,has pool and no yard,from 2000 to 2010
89775,12,9,6372,4,1,1997,TRUE,FALSE,3023,2117,170,FALSE,2,8983705.7,Luxury,has pool and has yard,from 1990 to 1999
44718,63,67,83552,3,2,2008,FALSE,TRUE,2915,6977,113,TRUE,2,4478514.8,Basic,no pool and no yard,from 2000 to 2010
68339,36,86,43765,7,9,2003,TRUE,FALSE,5303,338,129,TRUE,9,6839127.3,Basic,has pool and no yard,from 2000 to 2010
52532,40,13,81736,6,6,2005,TRUE,TRUE,7799,6847,202,TRUE,6,5256504.5,Basic,has pool and no yard,from 2000 to 2010
4882,53,56,54900,5,1,2017,TRUE,TRUE,2617,3629,803,FALSE,3,491123.7,Basic,no pool and no yard,after 2011
78852,57,60,27466,6,3,2009,TRUE,FALSE,5461,1426,986,FALSE,3,7896437.9,Luxury,has pool and has yard,from 2000 to 2010
48214,83,30,17080,3,1,2013,TRUE,FALSE,5443,5204,699,FALSE,2,4823541.3,Basic,no pool and no yard,after 2011
90764,56,74,95156,7,9,2000,FALSE,FALSE,4366,4355,581,TRUE,3,9082052,Basic,has pool and no yard,from 2000 to 2010
90957,88,79,62257,1,10,2003,FALSE,TRUE,4806,9299,920,FALSE,6,9099516.3,Basic,has pool and no yard,from 2000 to 2010
15348,44,42,71099,5,6,2008,TRUE,TRUE,6784,8560,978,TRUE,6,1538968.8,Basic,no pool and no yard,from 2000 to 2010
75112,87,58,92483,5,3,2004,FALSE,TRUE,4963,2337,147,TRUE,8,7516112.4,Basic,no pool and has yard,from 2000 to 2010
50664,11,46,42043,3,7,1996,TRUE,FALSE,2863,3373,465,FALSE,4,5075617.6,Basic,no pool and has yard,from 1990 to 1999
93176,21,50,48510,10,2,2002,FALSE,FALSE,3184,5105,256,TRUE,8,9325657.2,Basic,has pool and no yard,from 2000 to 2010
14194,68,33,15625,2,7,2003,FALSE,TRUE,9140,9244,328,TRUE,3,1429956.3,Basic,has pool and has yard,from 2000 to 2010
79133,46,84,40011,9,9,2013,TRUE,TRUE,9486,4890,691,TRUE,1,7919804.3,Luxury,has pool and has yard,after 2011
25954,38,91,22192,6,1,2007,FALSE,TRUE,1700,5166,758,FALSE,0,2606155.7,Basic,has pool and no yard,from 2000 to 2010
88639,99,28,40765,8,4,1998,FALSE,FALSE,5867,9348,141,FALSE,4,8869723.8,Basic,no pool and has yard,from 1990 to 1999
60513,48,66,94459,6,7,2004,TRUE,FALSE,8616,6524,479,TRUE,3,6056822.4,Basic,has pool and no yard,from 2000 to 2010
66759,45,93,27497,1,9,2006,TRUE,TRUE,8275,1715,860,FALSE,0,6680456.6,Basic,no pool and no yard,from 2000 to 2010
7392,45,52,7310,1,6,1997,FALSE,FALSE,4996,8443,767,FALSE,3,745873.7,Basic,no pool and has yard,from 1990 to 1999
87718,94,2,3448,2,10,1992,FALSE,FALSE,8970,2755,911,FALSE,2,8779276.2,Basic,has pool and has yard,from 1990 to 1999
87111,33,79,42728,5,5,2004,TRUE,FALSE,9576,7697,368,FALSE,9,8721856.4,Basic,no pool and has yard,from 2000 to 2010
37340,97,7,18969,3,8,2013,FALSE,TRUE,7746,3553,687,TRUE,0,3737836.3,Basic,has pool and no yard,after 2011
70062,61,100,38792,6,9,2018,TRUE,FALSE,6185,3192,674,FALSE,2,7019332.8,Luxury,has pool and has yard,after 2011
18441,89,24,70598,1,2,2003,FALSE,FALSE,8764,2745,875,TRUE,10,1849321.3,Basic,no pool and has yard,from 2000 to 2010
51650,98,97,90953,5,1,2020,FALSE,FALSE,2207,4073,991,TRUE,3,5173330,Basic,has pool and no yard,after 2011
19686,29,76,75211,9,10,2009,TRUE,FALSE,4913,5121,614,TRUE,5,1975347.9,Basic,no pool and has yard,from 2000 to 2010
3796,15,7,86493,3,1,2019,FALSE,FALSE,3992,5905,563,FALSE,2,380273.9,Basic,no pool and no yard,after 2011
50148,10,94,20243,9,2,2019,TRUE,TRUE,2053,3543,431,FALSE,5,5027305.9,Basic,has pool and no yard,after 2011
24628,59,74,90938,4,7,1998,FALSE,TRUE,9241,2485,505,TRUE,9,2469754.8,Basic,has pool and no yard,from 1990 to 1999
38936,6,91,91317,4,8,1995,FALSE,TRUE,7869,7961,253,TRUE,2,3898567.5,Basic,no pool and no yard,from 1990 to 1999
55059,51,32,34208,1,6,1998,TRUE,FALSE,9156,8951,458,FALSE,6,5512765.8,Basic,has pool and no yard,from 1990 to 1999
99372,13,94,95237,2,7,2008,FALSE,FALSE,3152,2909,212,FALSE,6,9949480.8,Basic,has pool and has yard,from 2000 to 2010
59728,88,44,40630,3,7,1991,TRUE,TRUE,2957,7911,523,FALSE,10,5982206.1,Luxury,has pool and has yard,from 1990 to 1999
18795,40,70,96283,1,6,1998,FALSE,FALSE,111,7997,253,TRUE,6,1889475.8,Basic,has pool and has yard,from 1990 to 1999
9641,83,58,93058,1,3,2006,FALSE,TRUE,5217,1186,682,TRUE,7,972497.6,Basic,has pool and no yard,from 2000 to 2010
54050,64,55,49185,3,6,2019,FALSE,TRUE,9818,4534,992,TRUE,8,5411419.9,Basic,has pool and no yard,after 2011
71195,100,45,56017,6,6,2017,FALSE,TRUE,4221,8445,962,TRUE,5,7126909.7,Basic,no pool and has yard,after 2011
38758,47,13,21669,2,10,2001,FALSE,FALSE,7089,4736,429,TRUE,6,3879708.1,Basic,no pool and has yard,from 2000 to 2010
56577,37,71,51011,2,1,1992,TRUE,FALSE,5315,1214,498,TRUE,8,5663240.2,Basic,no pool and no yard,from 1990 to 1999
94122,92,77,45430,10,4,2009,TRUE,TRUE,6278,4484,154,TRUE,5,9414686.9,Basic,no pool and no yard,from 2000 to 2010
65062,68,46,68169,1,9,2000,FALSE,FALSE,6233,8959,236,TRUE,5,6507002,Basic,no pool and no yard,from 2000 to 2010
44317,27,78,40994,4,3,2006,TRUE,TRUE,2182,906,150,FALSE,9,4440293.6,Basic,has pool and no yard,from 2000 to 2010
58304,1,13,52299,7,6,1996,FALSE,FALSE,2895,1022,158,TRUE,10,5836868.6,Basic,has pool and no yard,from 1990 to 1999
52169,67,47,47726,7,7,1997,TRUE,TRUE,2308,2680,222,TRUE,4,5223905.7,Luxury,has pool and has yard,from 1990 to 1999
98856,33,78,9286,9,4,2020,TRUE,FALSE,3715,7691,187,TRUE,7,9898436,Luxury,has pool and has yard,after 2011
85462,52,95,73151,7,1,2006,FALSE,FALSE,4068,7,704,FALSE,7,8554218.6,Basic,has pool and no yard,from 2000 to 2010
51703,56,83,79663,1,4,2000,TRUE,FALSE,3197,9057,835,TRUE,6,5179465,Basic,has pool and no yard,from 2000 to 2010
8021,94,41,83575,9,3,2016,FALSE,TRUE,8673,5030,804,FALSE,9,811991.6,Basic,has pool and has yard,after 2011
30415,40,66,11763,6,4,1995,TRUE,TRUE,4855,8017,624,FALSE,1,3047736.5,Basic,has pool and no yard,from 1990 to 1999
82377,72,66,86648,3,8,2004,FALSE,TRUE,7891,7931,931,TRUE,1,8241348.4,Basic,has pool and no yard,from 2000 to 2010
5135,71,26,84277,4,8,2010,FALSE,FALSE,4010,169,597,TRUE,1,517460,Basic,has pool and no yard,from 2000 to 2010
57738,39,7,22855,10,9,2001,TRUE,FALSE,3799,4350,120,FALSE,2,5777659.1,Basic,has pool and no yard,from 2000 to 2010
8108,51,82,31263,3,7,1992,FALSE,TRUE,4387,4757,570,TRUE,8,821804.2,Basic,no pool and has yard,from 1990 to 1999
75489,51,12,65979,8,8,1996,TRUE,FALSE,7521,5284,270,TRUE,8,7556389.6,Luxury,has pool and has yard,from 1990 to 1999
71332,68,62,92717,2,2,1995,TRUE,FALSE,644,6124,676,FALSE,9,7141075.5,Basic,no pool and has yard,from 1990 to 1999
34827,92,81,4769,1,5,2017,FALSE,FALSE,9540,650,946,FALSE,1,3489107.7,Basic,no pool and no yard,after 2011
97586,74,19,6593,8,10,2015,FALSE,TRUE,2516,3652,213,TRUE,1,9763040.5,Basic,has pool and no yard,after 2011
81070,85,93,28177,6,7,1999,TRUE,FALSE,8146,7401,608,FALSE,10,8114602.9,Basic,no pool and has yard,from 1990 to 1999
64963,41,57,71468,10,7,1996,FALSE,FALSE,4626,5178,587,TRUE,10,6502097.6,Basic,has pool and no yard,from 1990 to 1999
23417,33,36,76697,9,4,2000,FALSE,TRUE,9900,2943,523,FALSE,3,2346324,Basic,has pool and has yard,from 2000 to 2010
16576,38,94,61805,7,6,1996,FALSE,TRUE,8562,64,509,FALSE,1,1667807.6,Basic,has pool and no yard,from 1990 to 1999
75520,53,23,5941,6,5,2002,FALSE,TRUE,8561,4759,765,FALSE,9,7559921.2,Basic,has pool and has yard,from 2000 to 2010
70420,80,64,42951,5,1,2009,FALSE,FALSE,9102,996,181,FALSE,6,7049805.9,Basic,no pool and has yard,from 2000 to 2010
78694,73,99,78009,7,10,2016,TRUE,TRUE,3695,9412,956,FALSE,1,7886042.6,Luxury,has pool and has yard,after 2011
26681,75,21,41416,1,9,1994,FALSE,TRUE,9173,1381,652,FALSE,9,2675051.4,Basic,no pool and has yard,from 1990 to 1999
10902,77,29,58057,3,5,1996,TRUE,TRUE,817,1834,582,FALSE,8,1096338.6,Basic,no pool and has yard,from 1990 to 1999
84952,13,85,40406,4,10,2018,FALSE,FALSE,448,7902,241,FALSE,9,8503506.8,Basic,no pool and no yard,after 2011
67972,87,21,59094,10,6,2010,TRUE,FALSE,5459,7723,940,FALSE,2,6804439,Luxury,has pool and has yard,from 2000 to 2010
44002,58,36,92288,1,6,2017,FALSE,TRUE,2221,8306,385,TRUE,6,4406097.7,Basic,no pool and has yard,after 2011
51539,81,69,49751,10,1,1996,FALSE,FALSE,3926,5810,800,FALSE,0,5155289.6,Basic,no pool and no yard,from 1990 to 1999
41702,75,6,12902,4,6,2014,TRUE,TRUE,8785,8869,873,FALSE,1,4171457.4,Basic,no pool and no yard,after 2011
87159,14,6,68010,8,2,1998,FALSE,TRUE,6669,1085,699,TRUE,4,8721274.8,Basic,no pool and has yard,from 1990 to 1999
77304,25,90,81084,8,3,1999,FALSE,FALSE,928,4531,871,TRUE,5,7741198.9,Basic,has pool and has yard,from 1990 to 1999
50168,36,41,17509,5,8,2003,TRUE,TRUE,7505,6514,303,FALSE,10,5022293.3,Basic,no pool and has yard,from 2000 to 2010
96656,84,3,23527,6,2,2021,TRUE,FALSE,5453,7732,905,FALSE,8,9666332.1,Basic,no pool and no yard,after 2011
85768,82,68,12215,4,5,2001,FALSE,FALSE,3534,2979,509,FALSE,9,8585566.1,Basic,no pool and has yard,from 2000 to 2010
76707,5,37,56082,2,4,2017,TRUE,FALSE,5908,7968,463,TRUE,5,7680085.7,Luxury,has pool and has yard,after 2011
10359,90,3,69467,7,5,1990,FALSE,TRUE,9457,9123,969,FALSE,2,1041647,Basic,has pool and has yard,from 1990 to 1999
3160,54,92,71037,7,10,2003,FALSE,FALSE,4243,8094,876,FALSE,8,322507.3,Basic,no pool and has yard,from 2000 to 2010
83015,83,56,8154,9,10,2006,TRUE,TRUE,9423,7545,500,TRUE,7,8310321.6,Basic,has pool and no yard,from 2000 to 2010
13659,10,100,33818,9,9,2015,TRUE,FALSE,5179,4586,793,FALSE,3,1373742.5,Basic,has pool and no yard,after 2011
62751,59,92,91718,4,4,2015,FALSE,FALSE,6432,1214,959,FALSE,7,6284421.5,Basic,has pool and no yard,after 2011
63354,68,26,82639,3,5,2019,FALSE,FALSE,6477,8036,497,TRUE,1,6339390.9,Basic,no pool and has yard,after 2011
26486,41,9,45022,8,10,2021,FALSE,TRUE,5980,5506,872,TRUE,2,2654347.1,Basic,has pool and no yard,after 2011
58029,37,45,92783,5,4,1997,FALSE,FALSE,9718,2412,1000,FALSE,7,5806004.7,Basic,no pool and no yard,from 1990 to 1999
18022,14,10,91478,8,1,2012,TRUE,TRUE,361,7842,398,TRUE,2,1805173.2,Basic,no pool and has yard,after 2011
31005,82,6,87883,5,2,2018,TRUE,TRUE,3184,3418,763,TRUE,1,3101945.8,Basic,no pool and no yard,after 2011
4794,11,31,79367,2,8,1998,FALSE,FALSE,4966,1820,170,TRUE,2,484773.8,Basic,has pool and has yard,from 1990 to 1999
90763,96,38,81677,8,9,2014,FALSE,FALSE,502,3996,646,TRUE,10,9079021.4,Basic,has pool and no yard,after 2011
21272,81,91,43885,5,2,2004,FALSE,TRUE,542,393,303,TRUE,0,2133856.4,Basic,no pool and no yard,from 2000 to 2010
53895,47,21,84369,6,2,1992,FALSE,TRUE,8207,5698,969,FALSE,3,5391102.2,Basic,no pool and no yard,from 1990 to 1999
7113,51,68,66177,4,1,2014,TRUE,FALSE,1959,6603,692,FALSE,7,721332.4,Luxury,has pool and has yard,after 2011
55490,51,82,92115,7,3,2018,TRUE,TRUE,4716,5249,207,FALSE,5,5562772.8,Basic,no pool and has yard,after 2011
91623,96,98,51837,7,3,1993,FALSE,FALSE,384,6491,737,FALSE,8,9175404.3,Basic,no pool and has yard,from 1990 to 1999
94081,47,75,68146,4,5,2015,FALSE,FALSE,3111,6604,912,FALSE,6,9411954.5,Basic,has pool and no yard,after 2011
13176,45,30,57287,4,2,2017,TRUE,TRUE,5805,9969,326,FALSE,10,1326496.7,Luxury,has pool and has yard,after 2011
30587,87,33,15207,9,4,2014,TRUE,FALSE,8852,8833,704,TRUE,4,3068624.4,Luxury,has pool and has yard,after 2011
13019,31,95,52635,4,9,2014,FALSE,TRUE,4170,7554,743,TRUE,7,1305988.4,Basic,no pool and has yard,after 2011
